	GameID	LeagueIndex	Age	HoursPerWeek	TotalHours	APM	SelectByHotkeys	AssignToHotkeys	UniqueHotkeys	MinimapAttacks	MinimapRightClicks	NumberOfPACs	GapBetweenPACs	ActionLatency	ActionsInPAC	TotalMapExplored	WorkersMade	UniqueUnitsMade	ComplexUnitsMade	ComplexAbilityUsed	MaxTimeStamp
2745	3062	3	21.0	8.0	150.0	93.0348	0.002176834	0.000236342	8.71e-05	1.24e-05	0.000447806	0.003806349	32.3279	57.634	3.9641	0.000348293	0.00094537	0.000111951	6.22e-05	9.95e-05	80392
2746	1216	7	23.0	24.0	1400.0	203.9028	0.006647022	0.00046113	7.87e-05	0.000134965	0.000967249	0.006129656	24.5515	33.2917	4.7358	0.000326165	0.0024856	0.000101224	0.000112471	6.75e-05	88912
2747	1249	6	17.0	20.0	800.0	138.2802	0.003756308	0.00029767	4.25e-05	0.0	0.000581165	0.004975336	28.5486	37.151	4.4017	0.000326019	0.0010631	7.09e-05	0.0	0.00019845	70548
2748	2264	6	16.0	20.0	780.0	124.6896	0.005327563	0.000615141	5.49e-05	9.89e-05	0.000351509	0.003218507	20.4384	56.3276	5.8259	0.000219693	0.00077991	6.59e-05	0.000219693	0.00043939	91036
2749	8719	4	25.0	8.0	730.0	58.6932	0.001054168	0.000304087	0.0	8.11e-05	0.000101362	0.001581252	76.2078	105.7949	6.3205	0.00016218	0.00048654	0.000101362	0.0	0.0	49328
2750	7239	6	20.0	20.0	750.0	147.8538	0.005851205	0.000459392	5.44e-05	0.000223651	0.000398946	0.003759762	37.9839	49.8585	5.8939	0.000332455	0.0016744	6.04e-05	0.000229696	0.00037477	165436
2753	7438	6	22.0	56.0	1500.0	118.122	0.0056922	0.001054111	0.000105411	0.000158117	0.000386507	0.003970485	48.8711	49.7345	4.1726	0.000439213	0.00045678	5.27e-05	0.0	0.0	56920
2754	3166	5	16.0	36.0	700.0	90.4704	0.00054892	0.000131741	0.0	0.000109784	0.000768488	0.001536975	19.5362	85.7714	10.8286	0.000329352	0.002042	0.000109784	0.0	0.0	45544
2757	4205	3	23.0	28.0	730.0	74.4258	1.54e-05	7.71e-05	6.17e-05	4.63e-05	0.000231324	0.001727222	47.0631	75.1071	8.1518	0.00018506	0.00083277	7.71e-05	0.0	0.00016964	64844
2758	5473	4	19.0	10.0	450.0	104.0328	0.003560103	0.000486149	4.49e-05	2.24e-05	0.000134626	0.003560103	35.7979	71.1429	4.7416	0.000224376	0.0005385	4.49e-05	0.0	0.0	133704
2759	8637	6	22.0	20.0	433.0	83.076	0.004137157	0.000508379	3.51e-05	0.000157773	0.000210364	0.002874974	53.4969	80.9024	4.0549	0.000280485	0.00050838	8.77e-05	0.0	0.0	57044
2761	8354	4	18.0	24.0	1500.0	121.7664	0.001947778	9.21e-05	1.32e-05	2.63e-05	0.000447463	0.002895346	32.8219	58.7091	6.6455	0.000144767	0.00027637	7.9e-05	0.0	1.32e-05	75984
2763	2932	5	22.0	6.0	300.0	146.9736	0.006694797	9.97e-05	0.0	6.64e-05	0.000365473	0.004485348	31.3309	44.8	4.5889	0.00034886	0.0012625	6.64e-05	0.0	0.0	60196
2766	2962	5	19.0	12.0	800.0	149.9052	0.003989042	0.000384486	2.4e-05	4.81e-05	0.00030038	0.004878166	41.521	43.931	4.6847	0.000276349	0.0014058	7.21e-05	0.000204258	0.00012015	83228
2767	4314	3	19.0	40.0	50.0	61.0182	0.001114494	0.000149505	8.15e-05	0.0	6.8e-05	0.003166794	66.6207	71.8798	3.3734	0.000149505	0.00055725	8.15e-05	0.0	0.0	73576
2768	6265	4	20.0	6.0	150.0	137.5104	0.005594246	0.000513757	0.00014271	5.71e-05	0.000228337	0.003425049	39.4958	56.6	5.8917	0.000428131	0.00097043	0.00014271	0.0	0.0	35036
2770	1025	3	26.0	6.0	300.0	56.1744	0.000999864	0.000193155	4.54e-05	3.41e-05	0.000306776	0.002942781	56.5271	80.1853	3.3591	0.000249966	0.00076126	7.95e-05	0.0	7.95e-05	88012
2775	8629	1	27.0	12.0	450.0	90.4338	0.000190969	2.94e-05	1.47e-05	0.0	0.000763875	0.003121603	47.4434	78.56	5.3482	0.000242383	0.00049946	6.61e-05	0.0	0.0	136148
2776	9047	4	17.0	8.0	450.0	131.7984	0.005210008	0.00044198	4.02e-05	0.00012054	0.000348227	0.003174221	43.0169	54.9873	6.3122	0.00036162	0.0014063	9.38e-05	0.000147327	0.00042859	74664
2778	8809	4	17.0	8.0	200.0	172.4166	0.008118081	0.000585593	4.01e-05	0.000256698	0.000272742	0.004339804	21.1111	45.3826	5.7098	0.000232633	0.00061768	4.81e-05	0.00026472	0.00027274	124660
2782	8621	5	16.0	8.0	700.0	91.9794	0.00088919	0.000423424	4.23e-05	3.18e-05	0.00035991	0.00266757	32.5578	66.8413	6.2937	0.000222297	0.0008786	8.47e-05	0.0	3.18e-05	94468
2783	2944	4	24.0	10.0	336.0	83.2626	0.001674547	0.000426845	3.28e-05	3.28e-05	0.000197006	0.002331232	32.2857	72.169	6.2535	0.000361177	0.00075519	9.85e-05	0.0	0.0	30456
2784	7182	1	25.0	4.0	200.0	31.569	0.000875216	9.59e-05	5.99e-05	0.000107903	0.000119893	0.001306829	74.037	123.2294	4.055	0.000227796	0.00046758	7.19e-05	0.0	0.0	83408
2785	1982	2	25.0	8.0	30.0	57.2274	0.000888201	7.16e-05	4.3e-05	0.0	0.000472752	0.001948312	94.4889	92.1765	5.1838	0.000243539	0.00090253	8.6e-05	0.0	0.0	69804
2786	4080	2	17.0	20.0	300.0	75.1008	0.000467424	0.000143823	0.000107867	0.0	0.000431468	0.002337121	19.75	63.6308	5.4	0.000287646	0.00082698	0.000107867	0.0	0.0	27812
2787	212	5	17.0	56.0	540.0	199.6854	0.005146297	0.000453133	1.62e-05	3.24e-05	0.0002913	0.004790264	25.3831	33.9054	6.7095	0.000469316	0.0020876	0.000113283	0.0	1.62e-05	61792
2792	2548	6	24.0	16.0	450.0	208.695	0.01176173	0.00077463	0.000110661	0.000395219	0.000632351	0.002829771	20.6966	37.3408	9.7318	0.000284558	0.001407	9.49e-05	0.0	0.00026875	63256
2793	1811	4	23.0	6.0	400.0	86.7768	0.002944973	0.000282395	8.07e-05	0.000121026	0.000403421	0.003106342	41.7516	74.4156	4.3312	0.000282395	0.0011094	0.000121026	0.0	0.00010086	49576
2795	584	2	24.0	12.0	10.0	44.5248	0.001870009	0.000151622	0.0	5.05e-05	0.000126352	0.002046902	66.35	97.9259	3.358	0.000277974	0.00060649	7.58e-05	0.0	0.0	39572
2798	6434	3	20.0	16.0	560.0	75.3984	0.000331785	6.64e-05	6.64e-05	0.0	0.000132714	0.001393497	68.3902	100.4762	10.3571	0.00023225	0.000929	0.000132714	0.0	0.0	30140
2800	8422	2	21.0	20.0	550.0	57.4998	0.00097928	0.000412329	7.73e-05	0.000335017	5.15e-05	0.001752397	29.791	98.5294	5.7206	0.000257705	0.00059272	0.000103082	0.0	0.0	38804
2801	7567	6	21.0	12.0	950.0	230.0343	0.01739417	0.000476051	0.000146477	7.32e-05	0.000256335	0.002746448	32.2162	50.1867	9.3867	0.000585909	0.00036619	7.32e-05	0.0	0.0	27308
2802	529	4	17.0	36.0	1260.0	82.5732	0.001679813	0.000584283	0.000219106	0.0	0.000766871	0.002118025	39.9298	77.2414	6.4483	0.000292141	0.0016068	0.000146071	0.0	0.0	27384
2805	5159	5	18.0	8.0	500.0	161.3598	0.008604693	0.000329223	2.99e-05	1.5e-05	0.000299294	0.004055429	31.8074	56.2066	5.5498	0.000329223	0.0014366	0.000104753	0.000134682	0.00043398	66824
2806	6938	4	28.0	4.0	200.0	76.2048	0.000892309	0.000172705	3.84e-05	0.0001823	0.000134326	0.002811253	57.9178	85.7201	4.7747	0.00034541	0.00099785	4.8e-05	0.0	0.0	104224
2809	5711	4	30.0	12.0	730.0	168.7188	0.012028693	6.47e-05	0.0	0.000103584	0.000440232	0.00284856	30.5205	67.1091	7.0045	0.000246012	0.0024731	6.47e-05	0.0	0.0	77232
2810	2590	3	35.0	4.0	150.0	47.6058	0.000516085	0.000215035	4.3e-05	0.0	0.0	0.002515913	69.5172	67.0769	3.4103	0.000344056	0.0010107	0.000129021	0.0	0.0	46504
2811	6343	5	20.0	24.0	730.0	207.5778	0.015628098	0.000561686	0.000115641	1.65e-05	0.000214762	0.004196128	53.0277	51.3071	5.5669	0.000462565	0.0027424	8.26e-05	0.000165202	0.00072689	60532
2813	5838	3	24.0	4.0	250.0	56.8356	0.001384895	0.000148004	6.34e-05	2.11e-05	1.06e-05	0.001998055	63.5745	97.4392	4.8148	0.000211434	0.00066602	6.34e-05	0.0	0.0	94592
2815	2311	5	22.0	14.0	350.0	87.9756	0.002834214	0.000609508	5.08e-05	6.1e-05	0.000426656	0.003138968	32.8182	65.2816	4.4369	0.000213328	0.00048761	8.13e-05	0.000203169	0.0	98440
2818	666	5	21.0	28.0	800.0	85.395	0.001365147	0.000296771	8.9e-05	0.000178063	0.000741928	0.002581909	36.8837	64.5517	5.7471	0.000474834	0.0007716	0.000118708	0.0	0.0	33696
2819	1902	1	17.0	14.0	100.0	73.7232	0.000259929	3.71e-05	0.0	0.0	0.000378754	0.003304815	37.4144	69.618	4.0742	0.000178237	0.00033419	5.2e-05	7.43e-05	2.97e-05	134652
2823	1169	4	20.0	24.0	450.0	151.6686	0.001966177	0.000193208	0.0	0.0	0.00089785	0.003886894	32.8563	50.3743	6.6287	0.000250034	0.00097741	7.96e-05	0.0	1.14e-05	87988
2824	3659	3	41.0	14.0	800.0	77.6472	0.001937188	0.000381567	2.94e-05	0.0	0.000410919	0.001673026	56.1062	88.0	8.0439	0.000278838	0.0015263	0.00010273	0.000234811	5.87e-05	68140
2825	3966	6	17.0	30.0	1000.0	205.4028	0.008443971	0.000699315	9.39e-05	0.000104375	0.000344439	0.005573647	20.7805	31.6554	5.1498	0.000250501	0.000835	8.35e-05	0.0	0.00010438	95808
2826	8435	3	26.0	28.0	500.0	47.0802	0.00068268	0.000202276	3.79e-05	1.26e-05	0.000126422	0.002174463	68.2573	101.6977	3.9419	0.000240202	0.00074589	5.06e-05	0.0	5.06e-05	79100
2827	4285	4	21.0	18.0	2000.0	113.8398	0.003054883	0.00038186	3.95e-05	0.000342358	9.88e-05	0.003291899	50.9419	54.008	6.066	0.000164595	0.0010863	5.93e-05	0.000375277	0.0011587	151888
2830	6283	1	17.0	6.0	100.0	102.5208	0.001416932	0.000118078	8.86e-05	8.86e-05	0.000177117	0.002302515	20.6234	70.6154	7.7692	0.000354233	0.00050183	0.000147597	0.0	0.0	33876
2831	6321	5	20.0	24.0	1250.0	116.7822	0.003089888	0.000461477	6.02e-05	4.01e-05	0.000922953	0.003420947	50.0	61.0792	5.8563	0.000260835	0.0013142	7.02e-05	9.03e-05	1e-05	99680
2832	4150	2	19.0	10.0	100.0	94.032	0.004095767	0.00033399	0.00010547	3.52e-05	0.00010547	0.002214878	41.024	74.0317	6.2619	0.000246098	0.0013184	0.00010547	0.0	0.0	56888
2833	2722	2	18.0	20.0	180.0	91.8954	0.00102373	7.87e-05	0.0	2.62e-05	0.00049874	0.002939941	36.0721	58.4643	5.4554	0.000367493	0.00094498	0.000131247	0.0	0.0	38096
2834	2441	6	18.0	20.0	650.0	124.7178	0.005754476	0.000639386	0.000152235	0.000213129	0.000121788	0.002435757	46.1266	87.2	7.375	0.000517598	0.00066983	9.13e-05	0.0	0.0	32844
2836	4281	4	22.0	2.0	500.0	87.2328	0.003187872	0.000396713	1.42e-05	0.0	9.92e-05	0.003471238	53.9836	63.4612	3.902	0.000283366	0.00083593	8.5e-05	0.0	0.00022669	70580
2839	2613	5	22.0	14.0	1000.0	136.4202	0.00199418	0.000504964	2.57e-05	0.000111263	0.001497775	0.003432044	42.49	59.3815	7.1122	0.000205409	0.001746	8.56e-05	4.28e-05	0.00016262	116840
2842	1496	5	24.0	16.0	250.0	111.4068	0.002630646	0.000458146	0.000118231	0.000147789	0.00013301	0.003872074	36.8429	55.2672	4.7214	0.000251241	0.0010936	7.39e-05	0.0	0.0	67664
2843	6856	5	26.0	24.0	600.0	181.8264	0.010727726	0.000928596	3.67e-05	2.44e-05	0.001319584	0.002736914	31.0314	57.0357	8.7232	0.000329896	0.0015395	8.55e-05	0.000109965	9.77e-05	81844
2844	5168	5	18.0	8.0	350.0	139.0494	0.008611799	0.000257838	7.74e-05	7.74e-05	7.74e-05	0.003532384	44.6471	65.4015	4.708	0.000593028	0.00090243	0.000128919	0.0	0.0	38784
2847	3578	5	21.0	10.0	600.0	103.863	0.00306755	0.000626247	1.06e-05	4.25e-05	0.000329045	0.004012228	26.8647	57.7672	4.1614	0.00024413	0.00090222	6.37e-05	0.0	0.0002229	94212
2850	8236	6	23.0	8.0	1000.0	102.7938	0.002267178	0.00016817	3.11e-05	6.23e-06	0.000118342	0.004042304	33.5988	56.8998	4.2773	0.000236683	0.00089068	5.61e-05	0.0	0.0	160552
2851	9038	4	23.0	6.0	100.0	106.176	0.003900792	0.000203773	8.73e-05	0.0	0.000407545	0.002940149	62.4	56.2376	5.099	0.000582208	0.0017175	0.000145552	0.0	0.0	34352
2852	8078	3	17.0	4.0	50.0	101.7456	0.00509104	0.000199649	4.99e-05	3.99e-05	8.98e-05	0.002425731	53.2066	82.963	5.8519	0.000159719	0.00082854	4.99e-05	0.0	0.0	100176
2854	7316	6	26.0	42.0	750.0	180.36	0.013093678	0.000395409	7.91e-05	0.000169461	0.00030503	0.004801392	21.3113	48.3671	4.4118	0.000316327	0.00075693	6.78e-05	0.0	0.0	88516
2855	260	3	35.0	14.0	1300.0	38.6472	0.000264364	0.000107704	0.0	9.79e-06	0.00015666	0.002457604	54.496	100.988	2.9482	0.000195825	0.00054831	6.85e-05	0.0	0.0	102132
2857	6111	6	21.0	24.0	1800.0	123.6084	0.003359203	0.000588826	7.72e-05	0.000144793	0.000415074	0.003861153	27.2381	50.49	5.3825	0.000250975	0.00093633	8.69e-05	0.000193058	0.00030889	103596
2859	2442	2	18.0	2.0	200.0	78.2244	0.001938105	0.000217068	9.3e-05	0.0	0.000558174	0.002325726	48.5638	86.24	5.5733	0.000341106	0.0018916	9.3e-05	0.0	0.0	64496
2860	5309	4	20.0	8.0	150.0	123.2898	0.003433895	0.000383849	4.15e-05	1.04e-05	0.000580961	0.00373475	33.8162	54.6222	5.4139	0.000446095	0.0016599	7.26e-05	0.0	0.0	96392
2861	9237	4	21.0	28.0	730.0	173.9034	0.008175494	0.000165033	6.35e-05	1.27e-05	0.001282181	0.003529173	44.3032	59.6978	6.982	0.000253897	0.0011171	7.62e-05	0.000266592	8.89e-05	78772
2863	7120	6	22.0	24.0	700.0	192.1332	0.00808676	0.000501505	4.7e-05	7.84e-05	0.002303786	0.004497869	20.0	45.2125	6.2892	0.000376128	0.0015672	0.000125376	0.0	0.0	63808
2864	5907	4	27.0	8.0	300.0	105.555	0.001556339	0.00025939	6.05e-05	0.000121049	0.000985682	0.003752507	28.0185	65.9631	5.0991	0.000242097	0.00063118	6.92e-05	0.0	0.0	115656
2867	9031	2	23.0	42.0	400.0	99.4476	0.002566459	0.000142581	1.58e-05	0.0	0.000324768	0.002907069	27.5738	63.4332	5.7738	0.000190108	0.00031685	5.54e-05	0.0	0.0	126244
2869	3639	4	22.0	10.0	500.0	73.2666	0.001360269	0.000115768	8.68e-05	2.89e-05	0.000231535	0.002517944	70.0	81.2874	4.908	0.000492012	0.00072355	8.68e-05	0.0	0.0	34552
2870	6842	1	22.0	4.0	30.0	74.3148	0.001196535	0.000257482	6.06e-05	1.51e-05	0.000817884	0.002665697	51.84	96.2273	4.7898	0.000333212	0.00080274	0.000106022	0.0	1.51e-05	66024
2874	4512	4	20.0	6.0	800.0	111.6	0.00176418	0.000357302	2.23e-05	0.0	0.000669942	0.002679768	39.5294	54.9	7.1917	0.000223314	0.0016079	0.000111657	0.0	0.0	44780
2875	1915	5	22.0	10.0	500.0	155.2386	0.007226554	0.000421739	6.84e-05	9.12e-05	0.000170975	0.003373911	34.9424	60.0676	6.3986	0.000319154	0.0020175	9.12e-05	0.0	0.00012538	87732
2878	1436	5	24.0	24.0	500.0	102.5556	0.001507111	0.000135369	9.02e-06	0.0	8.12e-05	0.003411306	48.2971	62.6772	5.4259	0.000198542	0.00060465	7.22e-05	0.0	0.0	110808
2880	4007	3	23.0	8.0	500.0	86.0532	0.000152326	0.00010155	1.69e-05	0.0	0.0	0.002437208	59.5804	78.8611	6.7569	0.000253876	0.00077855	8.46e-05	0.0	0.0	59084
2884	4256	6	20.0	36.0	800.0	109.8012	0.003191557	0.000252797	6.32e-05	3.16e-05	0.000442394	0.004645137	30.4573	50.5714	3.7381	0.000568792	0.0010112	0.000110598	0.0	0.0	63292
2889	4544	6	19.0	42.0	1440.0	158.241	0.006968366	0.000434535	3.95e-05	0.000537244	0.000884872	0.004345353	30.7614	40.7345	5.5164	0.000229119	0.00098758	6.32e-05	0.0	0.0	126572
2891	6876	5	25.0	12.0	400.0	101.844	0.002264061	0.000153207	6.81e-05	3.4e-05	0.000221299	0.002893913	28.426	54.9882	5.8765	0.000255345	0.0011746	6.81e-05	0.0	0.0	58744
2893	1988	7	18.0	24.0	500.0	172.3362	0.00473959	0.000716823	5.35e-05	0.000235375	0.000353062	0.007970642	18.0054	30.2604	3.3221	0.000288869	0.0009201	6.42e-05	0.0	0.0	93468
2894	5460	4	17.0	10.0	450.0	59.0778	0.000384958	0.000222871	4.05e-05	7.09e-05	0.00041535	0.002563012	59.3968	82.1976	4.2292	0.000334306	0.00060783	7.09e-05	0.0	0.0	98712
2895	3449	1	29.0	10.0	500.0	43.6686	0.000212804	0.000123202	6.72e-05	0.0	0.000100802	0.00208324	48.8	104.6237	4.0108	0.000224004	0.00033601	6.72e-05	0.0	0.0	89284
2897	6011	4	25.0	8.0	300.0	113.9784	0.00082689	0.000236254	3.22e-05	0.000118127	0.000386598	0.003554553	37.4788	59.4683	5.7885	0.000204038	0.0024592	7.52e-05	0.0	0.0	93120
2898	169	6	20.0	14.0	730.0	162.0876	0.007596727	0.000571635	0.000105301	0.000255731	0.000752151	0.003986401	23.5303	51.034	5.7698	0.000421205	0.0026024	9.03e-05	0.0	1.5e-05	66476
2902	8188	5	17.0	20.0	1000.0	182.1216	0.009076956	0.000595427	0.000105854	0.000211707	0.000224939	0.004485551	35.8225	48.6726	5.6401	0.000502805	0.0018921	0.000105854	6.62e-05	7.94e-05	75576
2903	1514	6	19.0	42.0	2500.0	147.96	0.002961772	0.000519073	7.12e-05	8.14e-05	0.000417294	0.006096568	23.8127	36.6077	3.975	0.000295159	0.0019338	9.16e-05	0.000101779	0.00030534	98252
2904	2395	5	22.0	4.0	200.0	111.9126	0.001003945	0.000334648	7.05e-05	0.0	0.000176131	0.003927716	14.5405	44.5381	5.2108	0.000264196	0.00086304	0.000123292	0.0	0.00010568	56776
2905	5213	4	16.0	10.0	1000.0	114.6312	0.002563866	0.000276345	0.000107467	0.0	0.00036846	0.003438958	44.0359	63.3393	5.5848	0.000353107	0.0015967	9.21e-05	0.00042987	0.00013817	65136
2906	6740	4	24.0	6.0	500.0	100.4238	0.00214162	0.000398706	5.7e-05	5.7e-05	0.000432881	0.003235214	48.5936	75.9155	5.1725	0.000239224	0.0015948	7.97e-05	0.000113916	0.00012531	87784
2907	6056	4	22.0	10.0	700.0	106.215	0.001419468	0.000254141	3.1e-05	4.34e-05	0.001134335	0.003719131	33.9032	58.6467	5.02	0.000291332	0.0013327	5.58e-05	8.06e-05	0.00049588	161328
2909	3345	3	20.0	4.0	500.0	62.0796	0.001917775	0.000299652	3e-05	0.0	8.99e-05	0.001797914	70.8475	85.8667	5.75	0.000479444	0.00083903	8.99e-05	0.0	0.0	33372
2910	2253	2	27.0	8.0	50.0	84.489	0.004560018	0.000266996	2.11e-05	2.11e-05	0.000393468	0.003323403	76.7712	73.5307	3.7949	0.00020376	0.00063236	5.62e-05	0.0	0.0	142324
2911	3572	2	16.0	12.0	500.0	49.4712	0.00018801	0.000134293	2.69e-05	0.0	5.37e-05	0.002497851	34.087	69.0753	3.6667	0.000241728	0.00080576	8.06e-05	0.0	0.0	37232
2913	6039	6	21.0	28.0	1200.0	176.8704	0.005371552	0.000539501	9.38e-05	0.0	0.000762338	0.004667855	24.4332	37.9497	6.2663	0.000281479	0.0014426	0.000105555	0.000175924	0.00030494	85264
2914	7134	5	22.0	12.0	700.0	129.3648	0.002826735	0.000385872	5.38e-05	0.0	0.000349977	0.004450985	36.0566	51.4839	4.9052	0.000251265	0.0012653	8.08e-05	0.0	8.97e-06	111436
2915	2090	4	29.0	12.0	600.0	120.2772	0.002900232	0.000386698	3.87e-05	2.58e-05	0.000296468	0.004498582	40.8276	49.0315	4.3696	0.000232019	0.0020882	9.02e-05	0.000322248	0.00024491	77580
2916	3988	2	21.0	20.0	400.0	63.465	0.00082773	0.000196266	8.53e-06	1.71e-05	0.000162133	0.002073591	56.6777	91.9835	6.428	0.000204799	0.0007168	7.68e-05	0.0	8.53e-06	117188
2919	1077	5	24.0	16.0	1163.0	119.6022	0.002316021	0.000427859	2.79e-05	0.000195327	0.000120917	0.003739117	21.4264	48.806	5.5025	0.000251135	0.00079991	6.51e-05	5.58e-05	5.58e-05	107512
2920	7579	6	17.0	30.0	1200.0	131.8434	0.002664226	0.000283428	4.05e-05	0.0	0.000202449	0.004640127	25.3357	42.9459	4.6841	0.000242939	0.00095556	7.29e-05	0.0	0.0	123488
2921	5643	4	22.0	10.0	250.0	109.5276	0.003235148	0.000486403	4.52e-05	1.13e-05	0.000158364	0.003698928	35.9018	50.1529	4.7645	0.000339351	0.00078051	0.000101805	0.0	0.00040722	88404
2923	7956	5	18.0	28.0	1400.0	139.827	0.003514494	0.000393623	1.41e-05	6.33e-05	0.001455	0.003690218	52.4885	50.3848	6.3524	0.000161667	0.00086457	6.33e-05	0.000196812	0.00095594	142268
2924	3435	4	22.0	6.0	898.0	173.5266	0.010021322	0.000248756	0.000177683	3.55e-05	0.000390903	0.003518124	34.7347	44.404	6.4646	0.000390903	0.0022388	0.00010661	0.0	0.0	28140
2925	8294	5	18.0	56.0	450.0	133.5036	0.003950513	0.000905727	9.64e-05	9.64e-05	0.000211979	0.003873429	20.88	44.2985	5.393	0.000269791	0.00044323	0.000134896	0.0	5.78e-05	51892
2930	132	5	21.0	10.0	800.0	115.1274	0.002651148	0.000660037	8.8e-05	9.9e-05	0.000693039	0.004147232	30.766	49.4854	4.679	0.000330018	0.00082505	8.8e-05	0.0	0.00051703	90904
2933	9218	4	16.0	10.0	350.0	129.9708	0.003898321	0.000738144	4.61e-05	4.61e-05	0.000611275	0.003771452	32.7975	48.5749	5.5657	0.000196069	0.0012687	8.07e-05	0.000173002	0.00065741	86704
2934	10079	8				254.2188	0.016608466	0.000787837	6.39e-05	0.000926241	0.00033004	0.005408398	14.9191	35.9921	5.7205	0.000298101	0.0011285	6.39e-05	0.0	0.0	93928
2936	2915	7	22.0	28.0	1250.0	143.7066	0.007279961	0.000717743	8.2e-05	0.000256337	0.000225576	0.005547125	32.0741	47.3567	3.5416	0.000348618	0.0010356	8.2e-05	0.000276844	6.15e-05	97528
2937	6596	3	23.0	16.0	100.0	91.9332	0.001853045	0.000391326	5.75e-05	0.000161134	0.00027623	0.003521937	37.5344	68.0261	4.4281	0.00028774	0.0008402	0.000103586	0.0	0.0	86884
2938	5543	6	16.0	8.0	1200.0	207.492	0.009814719	0.000615444	9.72e-05	3.24e-05	3.24e-05	0.005474216	29.5476	32.3314	5.0296	0.000745012	0.0012309	0.000129567	0.0	0.0	30872
2941	1525	6	17.0	42.0	1000.0	106.5678	0.002615078	0.000388233	3.66e-05	0.000271031	0.000373583	0.003933605	34.8507	58.4283	4.378	0.000307656	0.00070321	6.59e-05	0.0	0.0	136516
2942	5227	6	20.0	20.0	50.0	138.3864	0.004214346	0.000586101	0.000139548	0.000223277	6.98e-05	0.004702763	24.881	48.4985	4.5638	0.00032096	0.00082333	6.98e-05	0.0	0.0	71660
2949	5905	5	19.0	6.0	80.0	108.3318	0.005102041	0.000514319	8.23e-05	8.23e-05	0.000308591	0.00269503	39.8154	77.0076	5.5267	0.000349737	0.0013578	8.23e-05	0.0	0.0	48608
2951	1491	3	22.0	6.0	40.0	121.6998	0.001469755	0.000212495	8.85e-05	3.54e-05	0.00033645	0.00327596	44.0652	50.2054	6.4595	0.000354158	0.00040728	7.08e-05	0.0	0.0	56472
2953	6138	6	16.0	14.0	600.0	139.824	0.007269468	0.000373432	0.000124477	4.98e-05	0.000921131	0.003609839	43.8611	61.9862	5.1241	0.000224059	0.00079665	9.96e-05	0.0	0.0	40168
2955	422	2	20.0	6.0	100.0	61.7502	0.001604413	0.000360542	0.000108163	0.0	0.000306461	0.001910874	72.4952	85.5472	5.3585	0.000288434	0.0010095	9.01e-05	0.0	0.0	55472
2956	8145	4	16.0	24.0	800.0	76.9332	0.00149873	0.000127011	8.47e-06	1.69e-05	4.23e-05	0.00358171	49.0332	68.6619	3.5603	0.000177815	0.00047417	8.47e-05	0.0	0.0	118100
2957	9072	3	19.0	4.0	400.0	75.8022	0.000699602	0.00024217	4.48e-05	4.48e-05	0.000618878	0.002098805	67.3648	91.453	7.0299	0.000188354	0.00087899	5.38e-05	0.000322893	0.0004664	111492
2958	1478	2	17.0	12.0	500.0	88.986	0.001386788	0.000126072	6.3e-05	0.0	0.000798454	0.002332325	46.0727	93.3333	6.7568	0.000357203	0.0013658	0.00010506	0.0	0.0	47592
2962	3053	4	22.0	30.0	500.0	75.114	0.002160804	0.000184255	0.000100503	1.68e-05	8.38e-05	0.002948074	69.0286	60.9318	4.1932	0.000251256	0.00051926	6.7e-05	0.0	0.0	59700
2963	7654	6	16.0	28.0	4000.0	350.4114	0.043088364	0.000437445	0.000121513	0.0	0.000437445	0.002964907	34.876	56.3279	7.7049	0.000534655	0.00053466	0.000145815	0.0	0.0	41148
2964	2399	4	31.0	8.0	730.0	67.8468	0.000864121	0.000141659	5.67e-05	0.0	0.000254986	0.001657412	66.1034	75.2479	4.2735	0.000283318	0.00046748	8.5e-05	0.0	0.00011333	70592
2965	6218	6	20.0	16.0	1150.0	155.5842	0.006004664	0.000495531	4.86e-05	1.94e-05	0.000719005	0.004168286	29.8411	49.0163	5.4312	0.000301205	0.0019821	5.83e-05	0.000116595	0.00018461	102920
2967	6870	2	34.0	24.0	2000.0	69.3036	0.000339905	0.000203943	0.000135962	0.0	0.000135962	0.003399048	49.697	79.56	3.63	0.00067981	0.0010877	0.000135962	0.0	0.0	29420
2970	4638	6	21.0	24.0	1200.0	208.9446	0.017720652	0.000288434	0.000108163	0.0	0.000162244	0.004614941	37.1922	47.1406	4.5859	0.000360542	0.0012619	0.000108163	1.8e-05	1.8e-05	55472
2973	7614	4	20.0	10.0	700.0	121.1148	0.004764414	0.000636719	4.39e-05	0.0	0.000164669	0.004972994	38.354	44.2296	3.6711	0.000318359	0.00097703	7.68e-05	0.0	0.0	91092
2974	6546	4	19.0	20.0	800.0	110.8896	0.003794713	0.000313775	2.94e-05	0.0	0.00010786	0.003853546	41.8061	61.6387	4.8244	0.00032358	0.001412	7.84e-05	0.000333386	0.00039222	101984
2979	7091	5	21.0	18.0	334.0	163.7748	0.006196952	0.000168789	7.23e-05	0.000192901	0.000434028	0.003665123	24.9801	42.7632	6.5197	0.000241127	0.00072338	0.000120563	0.0	0.0	41472
2982	3671	3	22.0	10.0	500.0	127.4898	0.004203467	0.000343474	0.000114491	0.0	0.000310762	0.003173045	34.5285	56.3918	6.2629	0.000327118	0.00099771	0.000114491	0.000130847	6.54e-05	61140
